web-scraper-order,web-scraper-start-url,Rank,Player Name,Team,Succesful,Errors,Attemps,Average Per Match,Success,Total
"1741285794-165","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Vernon","CAN","1","0","5","0.07","16.67","6"
"1741285794-166","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Huber","POL","1","1","0","0.08","50.00","2"
"1741285794-167","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Galassi","ITA","1","1","1","0.12","33.33","3"
"1741285794-168","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Nelli","ITA","1","0","0","0.08","100.00","1"
"1741285794-169","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Cortesia","ITA","1","0","3","0.07","25.00","4"
"1741285794-170","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Wallace","BRA","1","0","7","0.06","12.50","8"
"1741285794-171","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Plak","NED","1","0","6","0.08","14.29","7"
"1741285794-172","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Kaczmarek","POL","1","0","1","0.08","50.00","2"
"1741285794-173","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Gardini","ITA","1","4","8","0.08","7.69","13"
"1741285794-174","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Vitelli","ITA","1","0","3","0.09","25.00","4"
"1741285794-175","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Lima B.","ARG","1","0","1","0.14","50.00","2"
"1741285794-176","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Patry","FRA","0","0","0","","","0"
"1741285794-177","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Toniutti","FRA","0","0","1","0.00","0.00","1"
"1741285794-178","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Brizard","FRA","0","0","6","0.00","0.00","6"
"1741285794-179","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Boyer","FRA","0","0","2","0.00","0.00","2"
"1741285794-180","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Gueye","FRA","0","0","1","0.00","0.00","1"
"1741285794-181","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Kolev","BUL","0","0","9","0.00","0.00","9"
"1741285794-182","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Seganov","BUL","0","1","3","0.00","0.00","4"
"1741285794-183","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Stankov","BUL","0","0","0","","","0"
"1741285794-184","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Sokolov","BUL","0","0","3","0.00","0.00","3"
"1741285794-185","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Parapunov","BUL","0","1","1","0.00","0.00","2"
"1741285794-186","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Böhme","GER","0","0","3","0.00","0.00","3"
"1741285794-187","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Baxpöhler","GER","0","0","1","0.00","0.00","1"
"1741285794-188","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Burggräf","GER","0","0","1","0.00","0.00","1"
"1741285794-189","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Zimmermann","GER","0","1","7","0.00","0.00","8"
"1741285794-190","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Dosanjh","AUS","0","0","5","0.00","0.00","5"
"1741285794-191","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Butler","AUS","0","0","0","","","0"
"1741285794-192","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Aubrey","AUS","0","1","0","0.00","0.00","1"
"1741285794-193","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Flowerday","AUS","0","1","0","0.00","0.00","1"
"1741285794-194","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Greber","AUS","0","0","0","","","0"
"1741285794-195","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Fujii","JPN","0","0","1","0.00","0.00","1"
"1741285794-196","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Sekita","JPN","0","0","6","0.00","0.00","6"
"1741285794-197","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Kentaro","JPN","0","0","2","0.00","0.00","2"
"1741285794-198","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Reza","IRI","0","0","1","0.00","0.00","1"
"1741285794-199","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Kazemi","IRI","0","1","5","0.00","0.00","6"
"1741285794-200","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Mojarad","IRI","0","1","5","0.00","0.00","6"
"1741285794-201","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","A. Shafiei","IRI","0","1","1","0.00","0.00","2"
"1741285794-202","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Vadi","IRI","0","0","1","0.00","0.00","1"
"1741285794-203","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Kapur","SRB","0","0","0","","","0"
"1741285794-204","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Jovović","SRB","0","1","5","0.00","0.00","6"
"1741285794-205","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Batak","SRB","0","0","0","","","0"
"1741285794-206","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Simic","SRB","0","0","3","0.00","0.00","3"
"1741285794-207","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Atanasijević","SRB","0","1","1","0.00","0.00","2"
"1741285794-208","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Luburić","SRB","0","0","0","","","0"
"1741285794-209","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Lisinac","SRB","0","0","1","0.00","0.00","1"
"1741285794-210","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","T. Štern","SLO","0","0","1","0.00","0.00","1"
"1741285794-211","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Gasparini","SLO","0","0","0","","","0"
"1741285794-212","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Vinčić","SLO","0","1","0","0.00","0.00","1"
"1741285794-213","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Štalekar","SLO","0","0","2","0.00","0.00","2"
"1741285794-214","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Videčnik","SLO","0","0","1","0.00","0.00","1"
"1741285794-215","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Ropret","SLO","0","0","3","0.00","0.00","3"
"1741285794-216","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Van Der Ent","NED","0","1","1","0.00","0.00","2"
"1741285794-217","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Van Solkema","NED","0","1","2","0.00","0.00","3"
"1741285794-218","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","De Weijer","NED","0","1","6","0.00","0.00","7"
"1741285794-219","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Vlasov","RUS","0","0","8","0.00","0.00","8"
"1741285794-220","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Pankov","RUS","0","0","2","0.00","0.00","2"
"1741285794-221","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Poletaev","RUS","0","0","1","0.00","0.00","1"
"1741285794-222","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Kobzar","RUS","0","0","5","0.00","0.00","5"
"1741285794-223","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","K. Shoji","USA","0","0","0","","","0"
"1741285794-224","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Hanes","USA","0","0","0","","","0"
"1741285794-225","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Christenson","USA","0","0","2","0.00","0.00","2"
"1741285794-226","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Patch","USA","0","0","1","0.00","0.00","1"
"1741285794-227","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Averill","USA","0","0","1","0.00","0.00","1"
"1741285794-228","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Pereira","CAN","0","0","0","","","0"
"1741285794-229","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Blankenau","CAN","0","1","4","0.00","0.00","5"
"1741285794-230","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Sclater","CAN","0","0","2","0.00","0.00","2"
"1741285794-231","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Walsh","CAN","0","0","1","0.00","0.00","1"
"1741285794-232","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Demyanenko","CAN","0","0","0","","","0"
"1741285794-233","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Muzaj","POL","0","1","1","0.00","0.00","2"
"1741285794-234","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Drzyzga","POL","0","0","3","0.00","0.00","3"
"1741285794-235","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Łomacz","POL","0","1","0","0.00","0.00","1"
"1741285794-236","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Kochanowski","POL","0","0","4","0.00","0.00","4"
"1741285794-237","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Kłos","POL","0","0","2","0.00","0.00","2"
"1741285794-238","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Sbertoli","ITA","0","0","4","0.00","0.00","4"
"1741285794-239","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Spirito","ITA","0","0","1","0.00","0.00","1"
"1741285794-240","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Pinali","ITA","0","1","2","0.00","0.00","3"
"1741285794-241","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Scanferla","ITA","0","0","0","","","0"
"1741285794-242","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Bruno","BRA","0","0","1","0.00","0.00","1"
"1741285794-243","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Fernando","BRA","0","0","2","0.00","0.00","2"
"1741285794-244","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Matheus","BRA","0","1","0","0.00","0.00","1"
"1741285794-245","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Roque","BRA","0","0","0","","","0"
"1741285794-246","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Pereyra L.","ARG","0","0","1","0.00","0.00","1"
"1741285794-247","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Uriarte","ARG","0","0","1","0.00","0.00","1"
"1741285794-248","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","De Cecco","ARG","0","2","5","0.00","0.00","7"
"1741285794-249","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Palonsky","ARG","0","1","2","0.00","0.00","3"
"1741285794-250","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Saadat","IRI","0","0","0","","","0"
"1741285794-251","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Macdonald","AUS","0","0","0","","","0"
"1741285794-252","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Janusz","POL","0","0","0","","","0"
"1741285794-253","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Vucicevic","SRB","0","0","0","","","0"
"1741285794-254","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Šket","SLO","0","0","0","","","0"
"1741285794-255","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Meyer","FRA","0","0","0","","","0"
"1741285794-256","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","S. Marouf","IRI","0","1","5","0.00","0.00","6"
"1741285794-257","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Röhrs","GER","0","2","11","0.00","0.00","13"
"1741285794-258","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Otake","JPN","0","0","0","","","0"
"1741285794-259","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Oya","JPN","0","0","0","","","0"
"1741285794-260","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Tuaniga","USA","0","0","1","0.00","0.00","1"
"1741285794-261","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Todorović","SRB","0","0","2","0.00","0.00","2"
"1741285794-262","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Crer","ARG","0","0","1","0.00","0.00","1"
"1741285794-263","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","TJ","CAN","0","0","1","0.00","0.00","1"
"1741285794-264","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Keemink","NED","0","1","1","0.00","0.00","2"
"1741285794-265","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Pernuš","SLO","0","0","0","","","0"
"1741285794-266","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Nowakowski","POL","0","0","1","0.00","0.00","1"
"1741285794-267","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","V.Stankov","BUL","0","0","2","0.00","0.00","2"
"1741285794-268","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Muserskiy","RUS","0","1","0","0.00","0.00","1"
"1741285794-269","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Faure","FRA","0","0","0","","","0"
"1741285794-270","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Sanchez Pages","ARG","0","0","0","","","0"
"1741285794-271","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Maase","GER","0","0","0","","","0"
"1741285794-272","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Javad","IRI","0","0","1","0.00","0.00","1"
"1741285794-273","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Komenda","POL","0","0","0","","","0"
"1741285794-274","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Nishida","JPN","0","0","0","","","0"
"1741285794-275","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","João Rafael","BRA","0","0","1","0.00","0.00","1"
"1741285794-276","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Lucas","BRA","0","0","1","0.00","0.00","1"
"1741285794-277","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","75","Iakovlev","RUS","0","0","0","","","0"
